annual_income,academic_percentage,ip_count,submission_hour,is_weekend,flag_count,duplicate_flag_count,high_severity_flag_count,medium_severity_flag_count,document_count,missing_document_count,verified_document_ratio,avg_tamper_score,max_tamper_score,document_issue_count,applicant_age,has_device_fingerprint,scholarship_title,scholarship_location,scholarship_degrees,scholarship_competitiveness,target_grade,income_cap,label
537224.55,50.0,2,0,1,4,0,1,1,4,0,0.5513,0.2559,0.357,2,24,1,,,,0.1925,65.0,599950.0,suspicious
438369.14,71.63,0,19,0,1,1,0,0,4,0,0.9221,0.038,0.0939,0,27,0,FindDataLab Research Grant Programme in USA and EU,United Kingdom,"Bachelor, Master, Phd, Course",0.4298,71.17,538265.0,genuine
427982.97,71.42,4,18,0,5,0,1,2,3,1,0.6299,0.1723,0.1723,1,23,0,Aberystwyth University IBERS international awards in UK,United Kingdom,Master,0.322,68.37,566280.0,suspicious
739964.56,39.56,2,6,1,6,2,2,2,4,0,0.1,0.097,0.2104,0,16,1,UWE Millennium Development Scholarship for International Students,United Kingdom,,0.1925,65.0,599950.0,fake
620761.75,79.83,3,21,1,5,0,1,1,3,1,0.7135,0.1972,0.338,2,18,0,International Council of Ophthalmology (ICO) - Three-Month Fellowships,Pakistan,Phd,0.429,71.15,538460.0,suspicious
631726.3,69.54,2,22,0,7,2,1,1,4,0,0.425,0.0539,0.0899,3,26,0,TransAtlantic Masters - Scholarships,United Kingdom,Master,0.319,68.29,567060.0,suspicious
372924.14,74.52,0,14,0,1,0,0,1,4,0,0.7388,0.0908,0.2228,0,19,1,Adobe Research Women-in-Technology Scholarship,United Kingdom,Bachelor,0.231,66.01,589940.0,genuine
200069.08,76.7,0,19,0,0,0,0,0,4,0,1.0,0.1121,0.2105,0,19,0,Schaefer Halleen’s Social Equity Scholarship,United States of America,"Master, Bachelor, Phd",0.4298,71.17,538265.0,genuine
722842.48,58.8,3,19,1,13,3,2,3,1,3,0.4542,0.3301,0.3962,4,18,0,Dean's International Excellence Scholarship,United Kingdom,Master,0.319,68.29,567060.0,fake
469957.14,85.55,2,11,0,8,2,1,2,4,0,0.95,0.01,0.202,3,18,1,FindDataLab Research Grant Programme in USA and EU,Europe,"Bachelor, Master, Phd, Course",0.4298,71.17,538265.0,suspicious
345232.55,71.42,1,11,1,3,0,0,1,4,0,0.8466,0.1127,0.1545,2,24,1,Postgraduate Research international awards in Theory and Simulations of Frequency,United Kingdom,Phd,0.429,71.15,538460.0,genuine
408175.65,86.27,0,22,0,1,0,0,1,4,0,0.9451,0.0545,0.0663,0,27,0,TKS Full-Ride Scholarship,Europe,Course,0.56,74.56,504400.0,genuine
367713.14,64.49,0,9,0,0,0,0,0,4,0,1.0,0.1247,0.1702,0,19,1,,,,0.1925,65.0,599950.0,genuine
441550.02,71.64,0,16,1,2,0,0,0,3,1,0.8658,0.1165,0.2132,2,18,0,,,,0.1925,65.0,599950.0,genuine
205410.12,84.2,1,15,0,2,0,0,1,4,0,0.8213,0.0184,0.091,1,17,1,The Annual IELTS from 6 to 9 Scholarship,United States of America,"Master, Bachelor, Phd",0.4298,71.17,538265.0,fake
251671.86,58.72,0,10,0,1,0,1,0,4,0,1.0,0.0394,0.0729,0,26,0,Global Spartan Leadership Program for International Students at Michigan State University,United States of America,Bachelor,0.237,66.16,588380.0,genuine
805964.2,76.69,4,9,0,6,3,1,0,1,3,0.2114,0.3955,0.3955,1,33,0,International Scholarship Student Competition 2022,Pakistan,"Master, Bachelor, Course",0.3205,68.33,566670.0,fake
300934.55,55.61,0,14,0,2,0,0,0,4,0,0.8221,0.1023,0.1194,2,22,0,Kutztown University of Pennsylvania - International Student Scholarships,United States of America,Bachelor,0.231,66.01,589940.0,genuine
331578.08,65.11,0,17,0,1,0,1,0,4,0,0.9156,0.0356,0.1228,0,23,1,Carr Academic Scholarship,United States of America,Bachelor,0.2423,66.3,587015.0,suspicious
455226.14,62.17,0,21,0,0,0,0,0,4,0,0.7836,0.0883,0.1153,0,23,1,UCA Creative Europe Scholarships in UK,United Kingdom,"Bachelor, Phd, Master",0.429,71.15,538460.0,genuine
217725.65,80.88,3,15,0,1,0,0,0,2,2,0.6669,0.1213,0.2191,0,18,1,UBC International Talent Scholarships in Canada,Canada,Master,0.3415,68.88,561210.0,genuine
389077.94,67.13,1,10,1,5,0,1,3,4,0,0.4063,0.0323,0.2151,1,24,1,International Students Contest Scholarships 2021-2022,United Kingdom,"Master, Bachelor",0.3201,68.32,566767.5,suspicious
195344.56,69.76,0,15,1,1,0,0,1,4,0,0.7193,0.1062,0.1779,0,20,0,,,,0.1925,65.0,599950.0,genuine
606875.01,78.7,2,0,1,4,0,0,2,2,2,0.6295,0.173,0.3591,2,23,0,University of Manchester Global Futures Scholarships in UK,United Kingdom,"Master, Bachelor",0.319,68.29,567060.0,fake
432614.59,65.72,2,13,1,0,0,0,0,4,0,0.579,0.2425,0.41,0,18,1,"University of Manchester PhD Scholarships for International Students in UK, 2017-2018",United Kingdom,Phd,0.429,71.15,538460.0,genuine
387880.62,80.92,2,9,1,1,0,0,1,4,0,0.836,0.0801,0.1615,0,16,1,UCA Creative Europe Scholarships in UK,United Kingdom,"Bachelor, Phd, Master",0.429,71.15,538460.0,genuine
382292.06,45.09,1,12,0,5,0,2,3,2,2,0.5458,0.1291,0.2197,0,24,0,St Mary’s University Vice-Chancellor’s Excellence funding for UK and EU Students in UK,United Kingdom,Bachelor,0.2333,66.06,589355.0,suspicious
1024861.86,47.82,7,13,1,13,2,2,2,3,1,0.2304,0.0603,0.232,4,15,1,Contest Scholarship Programme for International Students 2022,United Kingdom,"Master, Bachelor, Course",0.3201,68.32,566767.5,fake
321540.58,66.02,1,16,0,1,0,0,0,4,0,0.8139,0.0474,0.0474,1,21,1,Scholarship for families want to learn Quran online,Canada,Course,0.1138,62.96,620425.0,genuine
262868.54,86.81,0,7,0,0,0,0,0,4,0,0.8377,0.0679,0.1581,0,23,1,University of Sussex Hornsey Scholarship in UK,United Kingdom,Master,0.3265,68.49,565110.0,genuine
875663.08,71.68,7,23,1,11,2,2,0,4,0,0.3334,0.02,0.2658,4,16,1,,,,0.1925,65.0,599950.0,genuine
820898.93,90.16,3,14,1,8,2,2,2,2,2,0.0,0.5298,0.7872,1,24,0,Prodigy Finance – International Student Loans,United States of America,,0.1925,65.0,599950.0,suspicious
240497.88,76.77,2,19,0,2,0,0,1,4,0,0.9966,0.0803,0.1248,1,16,1,University of Exeter Business School Online International Scholarships in UK,United Kingdom,Master,0.3227,68.39,566085.0,genuine
66144.07,67.47,1,21,0,0,0,0,0,4,0,0.856,0.0435,0.108,0,25,1,Master in Business Administration 80% OFF your Tuition fee - Scholarship,Pakistan,Master,0.325,68.45,565500.0,genuine
307823.94,73.1,1,11,0,3,0,1,2,4,0,0.7532,0.0584,0.0584,0,21,0,Chancellors International Engineering and Informatics Scholarships,United Kingdom,"Bachelor, Master",0.3227,68.39,566085.0,genuine
477312.23,77.56,4,8,0,4,1,0,2,2,2,0.4769,0.1444,0.1901,0,26,0,ROTARY GLOBAL GRANTS,United States of America,"Master, Phd",0.429,71.15,538460.0,suspicious
193342.77,81.44,0,8,1,0,0,0,0,4,0,0.6821,0.1028,0.1083,0,20,1,Embry-Riddle Aeronautical University Scholarships,United States of America,"Bachelor, Master",0.319,68.29,567060.0,genuine
564575.92,65.04,1,22,1,0,0,0,0,4,0,0.9545,0.1455,0.1647,0,20,1,Malaysia Scholarships at Nottingham Trent University,United Kingdom,Master,0.322,68.37,566280.0,genuine
397782.4,70.19,3,23,0,4,0,0,3,2,2,0.3932,0.1896,0.1896,0,24,1,The Leakey Foundation’s Research Grants to doctoral students,Pakistan,Phd,0.429,71.15,538460.0,suspicious
1139194.1,48.66,6,6,1,13,3,2,3,4,0,0.527,0.3117,0.4769,3,22,0,International Students Contest Scholarships 2021-2022,United States of America,"Master, Bachelor",0.3201,68.32,566767.5,fake
661416.66,73.73,0,22,1,5,2,0,1,4,0,0.56,0.2771,0.4121,2,20,0,Amelia Earhart Fellowship,Canada,Phd,0.429,71.15,538460.0,suspicious
334525.8,72.06,0,11,0,1,0,0,0,4,0,1.0,0.0826,0.1498,1,22,1,University Canada West Second Language Excellence international awards,Canada,"Bachelor, Master",0.325,68.45,565500.0,genuine
296293.92,77.85,0,13,0,1,1,0,0,4,0,1.0,0.1159,0.1159,0,22,1,Regional Graduate Program Entrance Scholarships for International Students at Conestoga College,Canada,Master,0.3201,68.32,566767.5,genuine
638430.16,63.22,1,10,1,7,3,2,1,1,3,0.064,0.2312,0.4968,1,17,0,British Chevening Scholarships for International Students,United Kingdom,,0.1925,65.0,599950.0,fake
576229.8,56.46,8,9,0,14,4,3,0,1,3,0.7064,0.02,0.1718,4,36,0,Leaders of Tomorrow international awards in USA,United States of America,Bachelor,0.2558,66.65,583505.0,fake
404683.43,73.28,0,7,0,0,0,0,0,4,0,0.8322,0.0272,0.0932,0,19,1,Google Anita Borg Memorial Scholarships for International Students at Arizona State University,Pakistan,Bachelor,0.2385,66.2,587990.0,suspicious
356612.6,65.85,3,17,1,5,0,0,2,3,1,0.4065,0.139,0.3752,2,20,0,Emory University scholarships for International Students,United States of America,"Bachelor, Master",0.319,68.29,567060.0,suspicious
427706.08,72.8,0,7,0,0,0,0,0,3,1,0.9079,0.0371,0.0735,0,23,1,Adobe Research Women-in-Technology Scholarship,Pakistan,Bachelor,0.231,66.01,589940.0,genuine
412650.36,71.67,0,19,0,0,0,0,0,4,0,0.8341,0.1015,0.1294,0,16,1,YFU (Youth for Undestanding) - Youth Exchange,United Kingdom,Not Funded,0.165,64.29,607100.0,genuine
257078.83,68.78,0,17,0,2,0,0,1,2,2,0.7145,0.031,0.0825,1,24,1,Axol Science Scholarship for Graduate or Undergraduate Degree Programs,Pakistan,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
401867.62,66.24,0,20,1,0,0,0,0,4,0,1.0,0.0796,0.1215,0,20,1,Spirit of Giving Scholarship,United States of America,"Bachelor, Course",0.2333,66.06,589355.0,genuine
391220.94,69.29,0,17,0,0,0,0,0,4,0,1.0,0.0024,0.0541,0,25,0,Amelia Earhart Fellowship,United States of America,Phd,0.429,71.15,538460.0,genuine
591830.73,81.37,1,14,1,8,2,2,1,2,2,0.3817,0.2533,0.348,3,20,1,KDS International Scholarship Competition 2021-22,United Kingdom,"Master, Bachelor, Course",0.3201,68.32,566767.5,fake
408313.24,68.81,0,22,0,0,0,0,0,4,0,1.0,0.009,0.0913,0,23,1,,,,0.1925,65.0,599950.0,genuine
225027.75,76.17,0,18,1,0,0,0,0,4,0,0.818,0.035,0.0666,0,16,1,,,,0.1925,65.0,599950.0,genuine
259674.01,71.32,0,11,0,0,0,0,0,4,0,0.8527,0.0071,0.0218,0,22,1,Queen’s Excellence International Awards in UK,United Kingdom,Bachelor,0.2325,66.05,589550.0,fake
209469.73,77.41,0,8,0,2,1,0,1,4,0,0.7364,0.0,0.0193,0,26,0,Medicine: Fully Funded Swansea & HMRI PhD Scholarship: Ovarian Cancer Chemoresistance,United Kingdom,Phd,0.429,71.15,538460.0,genuine
408004.54,76.22,1,12,1,0,0,0,0,4,0,0.9408,0.0253,0.0452,0,23,1,Axol Science Scholarship for Graduate or Undergraduate Degree Programs,United Kingdom,"Bachelor, Master, Phd",0.429,71.15,538460.0,genuine
503685.4,87.16,4,17,0,6,0,1,2,4,0,0.6723,0.3801,0.5355,2,19,1,University of Maine Intensive English Institute Discovery Scholarship in the USA,United States of America,Bachelor,0.2325,66.05,589550.0,suspicious
153647.99,51.94,0,16,0,3,0,0,2,4,0,0.6353,0.1817,0.2396,1,19,1,Meistersinger music awards for International Students at Wartburg College,United States of America,Bachelor,0.2348,66.1,588965.0,genuine
367995.0,89.29,2,6,1,6,2,2,1,2,2,0.5312,0.1069,0.2453,1,20,0,Be an exchange student for 1-2 semesters,Europe,Not Funded,0.165,64.29,607100.0,fake
591952.96,98.77,2,6,1,7,1,2,2,1,3,0.1363,0.2508,0.5373,2,24,0,,,,0.1925,65.0,599950.0,fake
480814.67,58.05,1,19,0,0,0,0,0,4,0,0.8826,0.061,0.0721,0,22,1,University of Derby International merit awards in UK,United Kingdom,"Master, Bachelor",0.3201,68.32,566767.5,genuine
678132.83,93.96,5,7,1,10,2,2,2,0,4,0.0885,0.3111,0.68,2,18,0,GREAT Scholarships for International Students at Falmouth University,United Kingdom,Master,0.3265,68.49,565110.0,fake
655993.83,86.01,0,23,1,11,4,1,3,4,0,0.4105,0.4385,0.5406,3,22,0,Scholarship for Academics at IU International University of Applied Sciences – Online,Europe,"Master, Bachelor",0.319,68.29,567057.46,fake
573620.79,77.21,2,0,0,7,1,0,3,4,0,0.756,0.1323,0.1323,3,19,1,Master in Business Administration 80% OFF your Tuition fee - Scholarship,Pakistan,Master,0.325,68.45,565500.0,suspicious
287754.02,81.68,3,12,1,4,1,0,2,4,0,0.6284,0.3569,0.4515,0,19,1,Biosciences: Fully Funded PhD Scholarship at Swansea: Seagrass Restoration,United Kingdom,Phd,0.429,71.15,538460.0,suspicious
383578.41,69.58,4,8,0,5,0,1,1,4,0,0.2767,0.1279,0.1685,2,17,0,MRes in Climate and Atmospheric Science Scholarships at University of Leeds,United Kingdom,,0.1925,65.0,599950.0,suspicious
803457.22,66.58,2,20,0,6,1,2,2,3,1,0.3835,0.01,0.074,1,23,0,International College Dundee Entrant Scholarships in UK,United Kingdom,Master,0.3224,68.38,566182.5,genuine
617972.62,81.04,3,7,0,5,0,0,1,2,2,0.8043,0.1167,0.1585,3,17,1,Rotary Peace Fellowships,United Kingdom,,0.1925,65.0,599950.0,suspicious
230151.17,66.06,1,15,1,0,0,0,0,4,0,1.0,0.0263,0.0554,0,22,1,Prodigy Finance – International Student Loans,United Kingdom,,0.1925,65.0,599950.0,genuine
1080538.3,79.34,4,9,0,12,4,1,3,2,2,0.2192,0.3554,0.7388,3,36,1,International Students Diversity Contest 2022-2023,United States of America,"Master, Bachelor, Phd, Course",0.4305,71.19,538070.0,fake
814043.57,41.12,2,22,1,9,2,2,1,4,0,0.7056,0.0967,0.1361,4,25,0,,,,0.1925,65.0,599950.0,fake
318613.32,61.44,5,4,0,10,2,0,2,4,0,0.6301,0.1134,0.1792,4,25,0,Ernst Ludwig Ehrlich Studienwerk - Scholarships,United Kingdom,"Master, Phd",0.429,71.15,538460.0,fake
538691.24,62.35,0,9,1,2,1,0,1,4,0,0.8331,0.0284,0.0652,0,23,1,,,,0.1925,65.0,599950.0,genuine
124274.48,81.43,0,9,0,1,0,0,1,4,0,0.8514,0.0485,0.0485,0,19,1,London Met University - Funding your studies,United Kingdom,"Master, Bachelor, Phd",0.429,71.15,538460.0,genuine
414916.18,74.94,0,11,1,3,0,0,2,3,1,0.9442,0.1037,0.2196,1,19,1,YFU (Youth for Undestanding) - Youth Exchange,Pakistan,Not Funded,0.165,64.29,607100.0,genuine
304604.82,83.8,1,14,0,0,0,0,0,4,0,0.9633,0.0802,0.1558,0,22,1,The Leakey Foundation’s Research Grants to doctoral students,Pakistan,Phd,0.429,71.15,538460.0,genuine
324803.06,70.21,0,14,0,1,1,0,0,4,0,0.8887,0.1003,0.1316,0,22,1,LLM Master of Law Scholarships for International Students at University of Roehampton,United Kingdom,Master,0.3227,68.39,566085.0,genuine
201475.67,62.31,0,7,0,2,0,0,2,4,0,1.0,0.0625,0.1639,0,16,0,Global Contest Scholarships for International Students 2022,Pakistan,"Master, Bachelor, Course",0.3205,68.33,566670.0,genuine
107355.31,92.36,0,13,0,0,0,0,0,4,0,0.905,0.1665,0.2425,0,28,1,John and Lena Graham Commonwealth Bursary at Dalhousie University,Canada,"Phd, Master",0.4305,71.19,538070.0,genuine
373035.67,67.07,0,15,0,0,0,0,0,4,0,1.0,0.0383,0.0383,0,18,1,Konrad von Moltke Research Grants for the young researchers,United States of America,Phd,0.429,71.15,538460.0,genuine
308396.91,66.23,3,21,1,1,0,0,0,4,0,0.9783,0.02,0.02,0,22,1,Medicine: Fully Funded Swansea & HMRI PhD Scholarship: Ovarian Cancer Chemoresistance,United States of America,Phd,0.429,71.15,538460.0,genuine
1041510.98,63.67,4,7,1,12,4,2,1,1,3,0.202,0.3676,0.6936,4,15,0,Graduate International Scholarships at University of Central Oklahoma,United States of America,Master,0.3205,68.33,566670.0,fake
61614.23,74.66,0,13,0,2,1,0,1,4,0,0.9784,0.0204,0.0254,0,20,1,,,,0.1925,65.0,599950.0,fake
417790.35,79.65,0,14,0,1,1,0,0,4,0,0.988,0.0547,0.1078,0,25,0,Scholarship for STEM/MINT Professionals at IU International University of Applied Sciences - Online,Europe,"Master, Bachelor",0.319,68.29,567057.46,genuine
320283.57,95.4,1,14,0,1,0,0,1,3,1,0.7933,0.0819,0.1487,0,17,1,ROTARY GLOBAL GRANTS,Europe,"Master, Phd",0.429,71.15,538460.0,genuine
225618.2,72.34,0,15,0,1,0,0,0,2,2,0.7982,0.125,0.1994,1,22,1,PhD in Advanced Manufacture for UK and EU Students in UK,United Kingdom,Phd,0.4405,71.45,535479.43,genuine
233155.79,71.71,0,15,0,1,0,0,1,4,0,0.7028,0.1299,0.1807,0,22,1,Erasmus Mundus European Master in Global Studies,United Kingdom,Master,0.319,68.29,567060.0,genuine
393501.35,47.87,4,19,0,9,1,1,2,1,3,0.95,0.0837,0.0837,4,17,0,Master in Business Administration 80% OFF your Tuition fee - Scholarship,Canada,Master,0.325,68.45,565500.0,fake
601403.87,39.66,2,12,0,9,1,2,3,2,2,0.5456,0.2652,0.3932,3,20,0,Institute for Current World Affairs - FELLOWSHIPS,Pakistan,Phd,0.429,71.15,538460.0,fake
455635.74,64.94,3,11,0,3,0,0,2,4,0,0.8386,0.0866,0.1239,0,21,1,,,,0.1925,65.0,599950.0,genuine
367298.21,80.36,3,15,0,6,1,2,1,2,2,0.9126,0.1005,0.1945,1,18,1,TransAtlantic Masters - Scholarships,United Kingdom,Master,0.319,68.29,567060.0,suspicious
467385.51,77.94,0,17,0,0,0,0,0,2,2,0.9258,0.1299,0.187,0,20,1,Intake Education Taiwan Scholarships in UK,United Kingdom,Master,0.3205,68.33,566670.0,genuine
293324.17,85.09,1,14,1,1,1,0,0,4,0,0.8047,0.0,0.0862,0,18,0,CS/IS International Graduate Achievement Scholarships in USA,United States of America,Master,0.3194,68.3,566962.5,genuine
483048.95,63.69,0,12,0,2,1,1,0,4,0,0.8655,0.2018,0.2464,0,19,1,,,,0.1925,65.0,599950.0,genuine
327744.55,88.48,0,17,0,0,0,0,0,4,0,0.7514,0.1713,0.2799,0,19,1,Strathclyde Business School MRes Scholarships in UK,United Kingdom,Master,0.319,68.29,567060.0,genuine
513098.9,85.74,3,16,1,12,2,2,3,2,2,0.3513,0.1332,0.1395,4,26,1,John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),Europe,Phd,0.429,71.15,538460.0,fake
476568.87,62.31,3,22,0,6,1,2,1,3,1,0.95,0.0684,0.1848,1,21,0,Cranfield Water Scholarships for Malawian Students in UK,United Kingdom,Master,0.3235,68.41,565890.0,suspicious
563969.6,56.54,3,12,0,3,0,0,1,3,1,0.3207,0.1007,0.1832,1,23,0,Marine Stewardship Council scholarship research program ,Pakistan,"Bachelor, Master, Phd, Course",0.432,71.23,537680.0,suspicious
303512.45,60.26,2,13,0,2,0,0,1,4,0,0.7634,0.0405,0.1467,1,20,1,Euromasters Scholarships,United Kingdom,Master,0.319,68.29,567060.0,suspicious
656406.24,66.01,4,12,1,7,3,1,0,4,0,0.2807,0.1005,0.143,2,25,0,,,,0.1925,65.0,599950.0,fake
546784.28,67.55,1,19,1,0,0,0,0,3,1,0.886,0.1556,0.17,0,21,1,NLU Direct to Success Transfer Student Scholarship,United States of America,Bachelor,0.2329,66.05,589452.5,genuine
303998.0,73.74,0,22,0,1,0,0,0,4,0,0.8753,0.1519,0.177,1,26,1,Dean’s Circle ESB International Student Awards in Canada,Canada,Bachelor,0.2348,66.1,588965.0,genuine
412944.09,69.63,3,22,0,1,0,0,0,4,0,0.9824,0.0418,0.0418,0,24,1,ROTARY GLOBAL GRANTS,United Kingdom,"Master, Phd",0.429,71.15,538460.0,genuine
722476.57,67.31,2,20,1,3,0,0,1,3,1,0.7474,0.1331,0.2836,2,23,0,"The Engineering Doctorate (EngD) - Bath and Bournemouth Universities, Centre for Doctoral Training",United Kingdom,Phd,0.429,71.15,538460.0,suspicious
462370.89,49.68,7,5,1,11,0,3,3,3,1,0.1883,0.2455,0.5229,2,15,0,University of York Maths Academic Excellence international awards,United Kingdom,Bachelor,0.2318,66.03,589745.0,fake
187574.36,88.46,0,14,1,1,1,0,0,3,1,0.9906,0.1125,0.1125,0,25,1,Scholarships for Africa,Europe,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
397079.71,81.02,1,8,0,1,1,0,0,4,0,1.0,0.0709,0.0979,0,20,0,Erasmus Mundus European Master in Global Studies,United Kingdom,Master,0.319,68.29,567060.0,genuine
259642.34,45.12,2,11,0,2,0,0,1,4,0,0.5351,0.2085,0.2947,1,31,1,,,,0.1925,65.0,599950.0,genuine
303031.15,61.05,2,8,1,3,1,0,1,2,2,0.3784,0.2612,0.3828,1,26,1,UWE Bristol International Scholarships: Postgraduate,United Kingdom,Master,0.319,68.29,567060.0,suspicious
348009.14,84.86,0,16,0,1,0,0,1,4,0,0.9445,0.108,0.1752,0,19,0,LAPTOP Scholarships - study Supply Chains,United Kingdom,"Master, Bachelor, Phd, Course",0.4313,71.21,537875.0,genuine
601408.98,64.4,1,20,0,8,2,1,1,4,0,0.5241,0.1662,0.252,4,16,0,Wichita International Student Hardship Fund in the United States,United States of America,Bachelor,0.2318,66.03,589745.0,fake
330325.6,66.13,4,1,0,4,0,1,0,3,1,0.734,0.231,0.2646,2,16,1,IPRA Foundation Peace Research Grants Program,United Kingdom,Phd,0.429,71.15,538460.0,suspicious
1487185.8,76.98,1,8,0,9,3,3,1,1,3,0.6191,0.266,0.2929,2,21,0,Pirbright Institute,United Kingdom,Phd,0.429,71.15,538460.0,fake
169980.71,80.69,3,16,1,2,0,1,0,4,0,0.9545,0.0984,0.1497,0,20,0,Scholarships at the Superior College in Pakistan,Pakistan,"Bachelor, Master",0.319,68.29,567060.0,suspicious
699970.33,99.66,1,19,0,8,3,2,2,2,2,0.431,0.5728,0.6367,1,17,0,International Presidential Scholarships at North Central College,United States of America,Bachelor,0.2528,66.57,584285.0,fake
127037.56,77.67,0,13,0,2,1,1,0,4,0,0.8032,0.1369,0.1721,0,20,1,Quran Learning Scholarship Program,United States of America,Course,0.1102,62.87,621341.5,genuine
280562.06,49.51,4,1,1,6,0,1,0,2,2,0.5547,0.1267,0.2408,4,22,1,Chancellors International Engineering and Informatics Scholarships,United Kingdom,"Bachelor, Master",0.3227,68.39,566085.0,fake
363216.6,63.34,1,13,0,1,0,0,1,4,0,0.871,0.0,0.0174,0,18,1,Scholarship for families want to learn Quran online,United Kingdom,Course,0.1138,62.96,620425.0,genuine
95802.26,73.93,0,15,1,0,0,0,0,4,0,0.886,0.0951,0.1334,0,17,1,Adobe Research Women-in-Technology Scholarship,United States of America,Bachelor,0.231,66.01,589940.0,genuine
371239.86,69.41,0,16,0,1,0,0,0,4,0,0.938,0.1202,0.1202,1,26,1,Full Tuition PhD Positionsfor UK and EU Students at University of Warwick,United Kingdom,Phd,0.429,71.15,538460.0,genuine
436874.38,58.79,1,14,0,2,0,0,1,4,0,0.7733,0.0934,0.1814,1,20,0,Excellence Scholarships for African Students Studying in English,Canada,Bachelor,0.2497,66.49,585065.0,genuine
337100.75,75.57,0,22,1,1,1,0,0,3,1,0.8472,0.049,0.049,0,26,1,Scholarship for Academics at IU International University of Applied Sciences – Online,Europe,"Master, Bachelor",0.319,68.29,567057.46,fake
355075.09,80.37,1,20,1,0,0,0,0,4,0,1.0,0.1026,0.1868,0,19,1,UEA Turkish Awards in the UK,United Kingdom,Master,0.3227,68.39,566085.0,genuine
345630.08,65.78,0,8,0,0,0,0,0,4,0,0.907,0.0444,0.1092,0,19,0,Nanotechnology: Fully Funded Swansea University and European Commission PhD,United Kingdom,Phd,0.429,71.15,538460.0,genuine
387917.58,68.55,0,19,0,1,0,0,1,4,0,0.8032,0.0,0.0696,0,20,1,,,,0.1925,65.0,599950.0,genuine
404363.9,66.75,2,6,1,6,1,0,3,4,0,0.6764,0.0928,0.2885,2,24,0,The Leakey Foundation’s Research Grants to doctoral students,Europe,Phd,0.429,71.15,538460.0,suspicious
689895.04,96.65,8,13,1,12,2,3,2,0,4,0.5553,0.3782,0.577,2,25,0,Fellowships and Scholarships at Pardee RAND Graduate School,United States of America,Phd,0.429,71.15,538460.0,fake
709486.14,74.62,3,19,1,8,1,1,2,3,1,0.503,0.1761,0.4512,3,27,1,International Excellent Student Scholarships at University of Derby,United Kingdom,"Master, Bachelor",0.3227,68.39,566085.0,genuine
552613.79,69.54,1,12,0,1,0,0,1,4,0,0.8776,0.0494,0.1083,0,18,1,President’s Scholarship for Ukraine,United States of America,"Master, Bachelor, Phd, Course",0.4309,71.2,537972.5,genuine
195322.77,72.26,0,21,0,0,0,0,0,4,0,0.689,0.0178,0.0724,0,20,1,Contest Scholarship Programme for International Students 2022,United Kingdom,"Master, Bachelor, Course",0.3201,68.32,566767.5,genuine
635020.69,97.49,1,23,0,5,1,1,2,4,0,0.1869,0.3452,0.4082,1,20,0,ROTARY GLOBAL GRANTS,United States of America,"Master, Phd",0.429,71.15,538460.0,fake
345495.84,51.92,0,12,1,1,0,1,0,4,0,0.8496,0.0283,0.0346,0,18,0,,,,0.1925,65.0,599950.0,genuine
304711.14,75.73,0,20,0,0,0,0,0,4,0,0.8657,0.058,0.124,0,20,1,International Council of Ophthalmology (ICO) - Three-Month Fellowships,Pakistan,Phd,0.429,71.15,538460.0,genuine
613298.19,72.63,5,8,1,13,4,3,2,3,1,0.2447,0.259,0.3655,2,28,1,,,,0.1925,65.0,599950.0,fake
622965.63,34.88,3,2,1,11,3,2,2,1,3,0.2096,0.5254,0.7064,3,28,0,,,,0.1925,65.0,599950.0,fake
329322.64,57.05,0,8,0,0,0,0,0,4,0,0.8892,0.0421,0.1309,0,18,0,Global Excellence Scholarships at Queen Mary University of London,United Kingdom,Master,0.3205,68.33,566670.0,genuine
372751.2,62.0,3,18,0,6,3,0,0,4,0,0.906,0.1331,0.2139,2,21,0,,,,0.1925,65.0,599950.0,suspicious
539402.63,63.28,3,7,0,2,1,0,0,2,2,0.7899,0.1742,0.2188,0,18,1,,,,0.1925,65.0,599950.0,genuine
744883.38,48.18,2,15,0,7,2,1,1,4,0,0.4361,0.086,0.2025,3,16,0,UCA Nick Jack Scholarships for International Students in UK,United Kingdom,Master,0.3227,68.39,566085.0,fake
261612.47,68.21,0,17,0,3,0,0,1,4,0,0.9038,0.1165,0.1202,2,23,1,TKS Full-Ride Scholarship,Canada,Course,0.56,74.56,504400.0,genuine
411738.49,80.99,0,8,0,1,0,1,0,4,0,0.8602,0.0544,0.1539,0,18,1,Scholarship for families want to learn Quran online,Canada,Course,0.1138,62.96,620425.0,genuine
242809.93,53.42,2,6,0,5,1,1,2,3,1,0.7621,0.0924,0.2212,1,16,0,Sir Ray Tindle international awards at University of Creative Arts,United Kingdom,Bachelor,0.2318,66.03,589745.0,suspicious
297021.4,99.43,2,11,0,0,0,0,0,4,0,0.9277,0.0,0.0299,0,18,1,,,,0.1925,65.0,599950.0,genuine
272176.35,78.93,3,2,0,7,2,0,3,3,1,0.5911,0.2344,0.3327,1,18,1,CalArts Merit Scholarships for International Students in USA,United States of America,"Bachelor, Master",0.3265,68.49,565110.0,suspicious
